GEOID20,C_TOT22,C_HSP22,C_NHS22,C_WHT22,C_BLA22,C_AMI22,C_ASI22,C_NHP22,C_2OM22,C_BLW22,C_AIW22,C_ASW22,C_AIB22,C_AIA22,C_ASN22,C_BLK22,CVAP_TOT22,CVAP_HSP22,CVAP_NHS22,CVAP_WHT22,CVAP_BLA22,CVAP_AMI22,CVAP_ASI22,CVAP_NHP22,CVAP_2OM22,CVAP_BLW22,CVAP_AIW22,CVAP_ASW22,CVAP_AIB22,CVAP_AIA22,CVAP_ASN22,CVAP_BLK22
011250104063033,71,0,68,69,3,0,1,0,0,0,0,0,0,0,1,2,59,0,56,56,2,0,0,0,0,0,0,0,0,0,0,2
011250104063031,46,0,47,40,3,0,3,0,0,0,0,0,0,0,3,2,33,0,34,25,2,0,0,0,0,0,0,0,0,0,0,2
011250102012026,26,0,27,25,2,0,0,0,0,0,1,0,0,1,0,2,22,0,23,21,2,0,0,0,0,0,0,0,0,0,0,2
011250114012002,52,1,50,47,2,0,0,0,0,0,0,0,0,0,0,2,53,1,51,48,2,0,0,0,0,0,0,0,0,0,0,2
011250118002015,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
011250123063028,16,5,13,8,1,0,0,0,0,0,0,0,0,0,1,3,14,6,10,8,2,0,0,0,0,0,0,0,0,0,0,2
011250123063013,18,0,18,16,1,0,0,0,0,0,0,0,0,0,1,1,19,0,18,15,2,0,0,0,0,0,0,0,0,0,0,2
011250102052061,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2
011250102052039,38,17,28,26,1,0,0,0,0,4,0,0,0,0,0,3,29,3,24,23,2,0,0,0,0,0,0,0,0,0,0,2
011250102052017,12,0,11,6,3,0,0,0,0,0,0,0,0,1,0,3,5,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2
011250102052007,95,6,80,78,3,0,0,0,0,0,0,0,0,0,0,3,56,0,58,58,1,0,0,0,0,0,0,0,0,0,0,2
011250124042027,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2
011250106014042,104,0,108,112,1,0,0,0,0,0,0,0,0,0,0,1,82,0,84,84,2,0,0,0,0,0,0,0,0,0,0,2
011250106014030,44,0,46,48,1,0,0,0,0,0,0,0,0,0,0,1,33,0,34,34,2,0,0,0,0,0,0,0,0,0,0,2
011250106014021,77,0,78,79,2,0,0,0,0,1,0,0,0,0,0,4,69,0,68,70,0,0,0,0,0,3,0,0,0,0,0,2
011250107051014,41,2,39,38,3,0,0,0,0,0,0,0,0,0,0,3,36,2,33,34,2,0,0,0,0,0,0,0,0,0,0,2
011250106031020,20,0,21,18,2,0,0,0,0,0,1,0,0,1,0,2,19,0,19,17,2,0,0,0,0,0,1,0,0,1,0,2
011250106031010,30,0,30,27,2,0,0,0,0,0,0,0,0,0,0,2,25,0,26,23,2,0,0,0,0,0,0,0,0,0,0,2
011250121021008,8,0,7,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,4,1,2,0,0,0,0,0,0,0,0,0,0,2
011250107073003,27,6,22,14,4,0,0,0,0,0,0,0,0,0,0,5,15,0,15,11,0,0,0,0,0,0,0,0,0,0,0,2
011250101022073,43,0,44,42,2,0,0,0,0,0,0,0,0,0,0,2,39,0,39,38,2,0,0,0,0,0,0,0,0,0,0,2
011250101022038,244,0,244,237,1,0,0,0,0,0,0,0,0,0,0,1,206,0,205,199,2,0,0,0,0,0,0,0,0,0,0,2
011250101022033,21,0,22,19,4,0,0,0,0,0,0,0,0,0,0,4,19,0,19,18,2,0,0,0,0,0,0,0,0,0,0,2
011250102061023,15,0,15,14,2,0,0,0,0,0,0,0,0,0,0,2,12,0,13,13,2,0,0,0,0,0,0,0,0,0,0,2
011250102061019,23,0,22,21,2,0,0,0,0,0,0,0,0,0,0,2,19,0,19,18,2,0,0,0,0,0,0,0,0,0,0,2
011250102061017,20,0,19,18,0,0,0,0,0,0,0,0,0,0,0,2,17,0,16,16,0,0,0,0,0,0,0,0,0,0,0,2
011250102051031,38,6,31,20,2,0,0,0,0,0,0,1,0,0,0,3,30,2,26,21,1,0,0,0,0,0,0,0,0,0,0,2
011250102051021,77,6,70,60,3,0,0,0,0,0,0,1,0,0,1,3,61,3,56,48,2,0,0,0,0,0,0,1,0,0,1,2
011250102051017,221,8,212,221,2,0,0,0,0,0,0,0,0,0,0,2,146,4,139,143,2,0,0,0,0,0,0,0,0,0,0,2
011250102051007,20,2,18,15,2,0,0,0,0,0,0,0,0,0,0,2,16,1,13,12,2,0,0,0,0,0,0,0,0,0,0,2
011250102051000,240,8,231,236,2,0,0,0,0,0,0,0,0,0,0,2,198,4,192,194,2,0,0,0,0,0,0,0,0,0,0,2
011250103052051,25,1,24,8,2,0,0,0,0,0,0,0,0,0,0,2,17,1,15,7,2,0,0,0,0,0,0,0,0,0,0,2
011250118003027,15,0,15,0,7,0,0,0,0,0,0,0,55,18,0,9,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2
011250125031031,48,0,46,39,4,0,1,0,0,0,0,11,0,0,11,4,29,0,30,25,2,0,1,0,0,0,0,13,0,0,9,2
011250125031018,32,0,33,31,2,0,0,0,0,0,0,0,0,0,0,2,28,0,29,28,2,0,0,0,0,0,0,0,0,0,0,2
011250127003014,13,1,12,9,2,0,0,0,0,0,0,0,0,0,0,2,11,1,11,7,2,0,0,0,0,0,0,0,0,0,0,2
011250104042011,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2
011250116003096,10,0,11,9,2,0,0,0,0,0,0,0,0,0,0,2,11,0,11,9,2,0,0,0,0,0,0,0,0,0,0,2
011250116003089,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1
011250116003087,17,0,17,14,0,0,0,0,0,1,0,0,0,0,0,2,17,0,18,14,0,0,0,0,0,2,0,0,0,0,0,1
011250116003077,4,0,4,3,2,0,0,0,0,0,0,0,0,0,0,2,4,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1
011250116003018,15,2,12,7,6,0,0,0,0,0,0,0,0,0,0,6,10,1,8,7,1,0,0,0,0,0,0,0,0,0,0,1
011250114022004,94,0,98,103,2,0,0,0,0,0,0,0,0,0,0,2,96,0,101,104,2,0,0,0,0,0,0,0,0,0,0,2
011250103021003,12,2,10,6,1,0,0,0,0,0,0,0,0,5,0,3,8,0,8,5,0,0,0,0,0,0,0,0,0,4,0,2
011250120011010,14,1,12,10,2,0,0,0,0,0,0,0,0,0,0,1,15,1,13,11,2,0,0,0,0,0,0,0,0,0,0,2
011250120011009,14,0,14,13,1,0,0,0,0,0,0,0,0,0,0,1,14,0,15,14,1,0,0,0,0,0,0,0,0,0,0,1
011250124071016,7,0,6,0,8,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
011250124071003,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
011250107032081,14,3,11,6,1,0,0,0,0,0,0,0,0,1,0,2,6,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2
011250107032080,25,17,16,14,1,0,0,0,0,0,0,0,0,0,0,2,22,6,17,16,2,0,0,0,0,0,0,0,0,0,0,2
011250107032036,15,10,10,5,1,0,0,0,0,0,0,0,0,1,0,2,13,3,11,6,2,0,0,0,0,0,0,0,0,1,0,2
011250101011048,178,3,174,182,2,0,0,0,0,0,0,0,0,0,0,1,139,4,135,140,2,0,0,0,0,0,0,0,0,0,0,2
011250107071020,67,0,68,56,2,0,0,0,0,0,0,0,0,0,0,2,60,0,61,53,2,0,0,0,0,0,0,0,0,0,0,2
011250103033022,27,0,27,17,0,0,0,0,0,0,0,0,0,0,0,1,29,0,29,18,0,0,0,0,0,0,0,0,0,0,0,2
011250103033021,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
011250123061005,16,0,16,14,2,0,0,0,0,0,0,0,0,0,0,1,16,0,16,16,1,0,0,0,0,0,0,0,0,0,0,2
011250124032005,44,0,42,63,1,0,0,0,0,0,0,0,0,0,0,1,40,0,38,50,1,0,0,0,0,0,0,0,0,0,0,1
011250108041050,16,0,17,13,3,0,0,0,0,0,0,0,0,0,0,4,13,0,14,13,1,0,0,0,0,0,0,0,0,0,0,2
011250108041021,20,0,21,21,2,0,0,0,0,0,0,0,0,0,0,2,20,0,20,21,1,0,0,0,0,0,0,0,0,0,0,2
011250108041015,34,1,30,31,1,0,0,0,0,0,2,0,0,2,0,2,26,0,26,23,1,0,0,0,0,0,2,0,0,2,0,1
011250108041005,42,0,43,51,1,0,0,0,0,0,0,0,0,0,0,1,41,0,41,45,1,0,0,0,0,0,0,0,0,0,0,1
011250104043021,15,0,15,13,1,0,0,0,0,0,0,2,0,0,0,1,14,0,14,12,2,0,0,0,0,0,0,1,0,0,0,1
011250104043005,36,0,35,32,2,0,0,0,0,0,0,4,0,0,0,2,38,1,36,34,1,0,0,0,0,0,0,4,0,0,0,1
011250104043004,55,0,58,56,1,0,0,0,0,0,0,7,0,0,0,1,50,0,52,50,1,0,0,0,0,0,0,5,0,0,0,1
011250107062067,8,0,7,5,1,0,0,0,0,0,1,0,0,1,0,1,5,0,4,2,1,0,0,0,0,0,2,0,0,1,0,1
011250119014000,73,0,76,72,1,0,4,0,0,0,0,0,0,0,10,1,72,0,75,66,1,0,4,0,0,0,0,0,0,0,10,1
011250128001004,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
011250103023063,96,0,109,147,1,0,0,0,0,0,0,0,0,0,0,1,90,0,100,121,1,0,0,0,0,0,0,0,0,0,0,1
011250103023006,7,0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,8,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1
011250103042040,27,0,24,18,5,0,0,0,0,0,0,0,0,0,0,4,19,0,16,15,2,0,0,0,0,0,0,0,0,0,0,1
011250103042013,47,0,49,41,5,0,2,0,0,0,0,0,0,0,1,4,33,0,34,33,2,0,0,0,0,0,0,0,0,0,0,1
011250124061005,14,1,12,7,3,0,0,0,0,0,0,0,0,0,0,3,10,1,9,8,1,0,0,0,0,0,0,0,0,0,0,1
011250106042038,24,0,24,20,1,3,0,0,0,0,0,0,0,1,0,1,15,0,15,14,1,0,0,0,0,0,0,0,0,0,0,1
011250106042033,52,2,48,50,1,0,0,0,0,0,0,0,0,0,0,1,34,3,31,31,1,0,0,0,0,0,0,0,0,0,0,1
011250106042028,73,1,72,74,2,0,0,0,0,0,0,0,0,0,0,2,47,0,47,48,1,0,0,0,0,0,0,0,0,0,0,1
011250106042020,37,1,36,30,1,0,0,0,0,0,0,0,0,0,0,1,26,0,26,21,1,0,0,0,0,0,0,0,0,0,0,1
011250104071004,16,0,15,7,3,0,1,0,0,0,0,0,0,0,1,4,12,0,11,8,1,0,0,0,0,0,0,0,0,0,0,1
011250107042047,20,0,21,21,1,0,0,0,0,0,0,0,0,0,0,1,19,0,19,20,1,0,0,0,0,0,0,0,0,0,0,1
011250107042033,18,0,19,12,3,0,0,0,0,0,0,0,0,0,0,5,11,0,12,11,1,0,0,0,0,0,0,0,0,0,0,1
011250107042031,10,0,11,9,2,0,0,0,0,0,0,0,0,0,0,2,9,0,9,8,1,0,0,0,0,0,0,0,0,0,0,1
011250118004032,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
011250118004018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
011250103041050,13,1,9,6,2,0,0,0,0,0,0,0,0,0,0,2,9,1,7,6,1,0,0,0,0,0,0,0,0,0,0,1
011250103041047,16,0,17,9,2,0,0,0,0,0,0,0,0,0,0,2,12,0,14,9,1,0,0,0,0,0,0,0,0,0,0,1
011250103041046,15,1,13,1,13,0,0,0,0,0,0,0,0,0,0,15,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
011250103041019,54,0,64,46,2,0,0,0,0,0,0,0,0,0,0,4,43,0,50,46,1,0,0,0,0,0,0,0,0,0,0,1
011250103041000,18,1,13,7,2,0,0,0,0,0,0,0,0,0,0,6,8,0,8,7,1,0,0,0,0,0,0,0,0,0,0,1
011250119021020,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
011250125051033,11,0,10,10,1,0,0,0,0,0,0,0,0,0,0,1,9,0,8,6,1,0,0,0,0,0,0,0,0,0,0,1
011250104063024,234,0,230,246,2,0,0,0,0,0,0,0,0,0,1,2,204,0,202,222,1,0,0,0,0,0,0,0,0,0,0,1
011250123051012,17,0,16,22,0,0,0,0,0,0,0,0,0,1,0,1,15,0,15,17,0,0,0,0,0,0,0,0,0,0,0,1
011250124031026,6,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,6,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1
011250124031017,6,0,5,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
011250124041045,23,1,21,3,5,0,0,0,0,0,0,0,0,0,0,8,16,1,15,3,1,0,0,0,0,0,0,0,0,0,0,1
011250124041012,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
011250114012031,45,1,45,26,1,0,0,0,0,0,0,0,0,0,1,1,45,1,45,26,2,0,0,0,0,0,0,0,0,0,1,1
011250104062023,28,0,28,18,2,0,5,0,0,0,0,0,0,0,4,2,23,0,23,17,1,0,3,0,0,0,0,0,0,0,3,1
011250104062017,24,2,22,13,2,0,3,0,0,0,0,0,0,0,3,2,20,1,18,12,1,0,3,0,0,0,0,0,0,0,2,1
011250101023105,15,0,12,7,1,0,0,0,0,0,0,0,0,0,0,1,11,0,12,7,1,0,0,0,0,0,0,0,0,0,0,1
011250125033004,45,1,42,44,1,0,0,0,0,0,0,0,0,0,0,1,40,1,37,41,1,0,0,0,0,0,0,0,0,0,0,1
011250107071031,37,0,37,26,2,0,0,0,0,0,1,0,0,1,0,2,32,0,33,28,1,0,0,0,0,0,0,0,0,0,0,1
011250104072033,28,2,26,25,1,0,0,0,0,0,0,0,0,0,0,1,29,2,27,26,1,0,0,0,0,0,0,0,0,0,0,1
011250104072027,179,5,173,190,1,0,0,0,0,0,0,0,0,0,0,1,171,6,164,179,1,0,0,0,0,0,0,0,0,0,0,1
011250104072014,37,3,34,34,1,0,0,0,0,0,0,0,0,0,0,1,34,0,33,32,1,0,0,0,0,0,0,0,0,0,0,1
011250108031040,4,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
011250108031031,6,1,4,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
011250108031010,14,1,8,3,4,0,0,0,0,0,0,0,0,0,0,4,6,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1
011250121022004,21,0,23,18,2,0,1,0,0,0,0,0,0,0,1,2,17,0,18,15,1,0,1,0,0,0,0,0,0,0,1,1
011250121022001,25,0,24,15,4,0,0,0,0,0,0,0,0,0,0,4,18,0,16,10,1,0,0,0,0,0,0,0,0,0,0,1
011250127002011,63,0,64,48,0,0,0,0,0,0,0,12,0,0,5,2,45,0,44,42,0,0,0,0,0,0,0,0,0,0,0,1
011250120011015,26,2,21,25,1,0,0,0,0,0,0,0,0,0,0,1,25,2,20,23,1,0,0,0,0,0,0,0,0,0,0,1
011250120011005,16,0,15,10,1,0,0,0,0,0,0,0,0,0,0,1,17,0,16,10,1,0,0,0,0,0,0,0,0,0,0,1
011250128002005,10,2,8,2,5,0,0,0,0,0,0,0,0,0,0,6,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1
011250125011093,4,0,4,1,4,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
011250125011069,4,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1
011250107074019,21,3,18,15,1,0,0,0,0,0,0,0,0,0,0,1,19,0,16,12,1,0,0,0,0,0,0,0,0,0,0,1
011250107074017,8,0,8,4,1,0,0,0,0,0,6,0,0,6,0,1,8,0,8,4,1,0,0,0,0,0,7,0,0,7,0,1
011250107074012,63,0,63,57,3,0,0,0,0,0,4,0,0,4,0,3,48,0,52,47,1,0,0,0,0,0,6,0,0,6,0,1
011250102012004,28,0,22,19,1,0,3,0,0,0,0,0,0,0,3,1,17,0,14,12,1,0,4,0,0,0,0,0,0,0,1,1
011250102012002,27,0,25,22,2,0,0,0,0,0,0,0,0,0,1,2,19,0,20,19,1,0,0,0,0,0,0,0,0,0,0,1
011250123071011,23,5,14,11,1,0,5,0,0,0,0,0,0,0,3,1,15,1,14,12,1,0,5,0,0,0,0,0,0,0,4,1
011250123071010,6,0,6,2,1,0,0,0,0,0,0,0,0,0,0,1,6,0,6,2,1,0,0,0,0,0,0,0,0,0,0,1
011250107071008,84,1,82,84,1,0,0,0,0,0,1,0,0,0,0,1,75,1,72,71,1,0,0,0,0,0,1,0,0,1,0,1
011250103023055,14,0,14,15,1,0,0,0,0,0,0,0,0,0,0,1,16,0,17,17,1,0,0,0,0,0,0,0,0,0,0,1
011250103023026,15,0,15,13,0,0,0,0,0,2,0,0,0,0,0,1,15,0,17,15,1,0,0,0,0,1,0,0,0,0,0,1
011250108032022,24,1,21,22,2,0,0,0,0,0,0,0,0,0,0,2,21,2,18,20,1,0,0,0,0,0,0,0,0,0,0,1
011250125031026,39,0,41,38,2,0,0,0,0,0,1,0,0,1,0,2,32,0,33,34,1,0,0,0,0,0,0,0,0,0,0,1
011250102062070,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
011250102062065,47,0,50,52,1,0,0,0,0,0,0,0,0,0,0,1,39,0,41,42,1,0,0,0,0,0,0,0,0,0,0,1
011250102062055,61,0,64,66,1,0,0,0,0,0,0,0,0,0,0,1,51,0,52,53,1,0,0,0,0,0,0,0,0,0,0,1
011250102062037,11,1,7,6,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
011250102062028,6,0,5,3,2,0,0,0,0,0,0,0,0,0,0,2,4,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1
011250102062026,35,0,37,25,9,0,0,0,0,0,0,0,0,0,0,11,19,0,20,19,1,0,0,0,0,0,0,0,0,0,0,1
011250102062022,24,0,25,25,1,0,0,0,0,0,0,0,0,0,0,1,24,0,25,25,1,0,0,0,0,0,0,0,0,0,0,1
011250102062015,14,0,14,14,1,0,0,0,0,0,0,0,0,0,0,1,13,0,13,12,1,0,0,0,0,0,0,0,0,0,0,1
011250102062012,30,0,28,25,1,0,0,0,0,0,2,0,0,2,0,1,27,0,26,24,1,0,0,0,0,0,3,0,0,3,0,1
011250107061019,81,1,79,81,1,0,0,0,0,0,0,0,0,0,0,1,59,1,60,60,1,0,0,0,0,0,0,0,0,0,0,1
011250107061010,10,0,10,4,3,0,0,0,0,0,0,0,0,0,0,4,7,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1
011250106012040,10,0,11,7,1,0,0,0,0,0,0,0,0,0,0,1,11,0,12,8,1,0,0,0,0,0,0,0,0,0,0,1
011250103021029,12,2,10,9,0,0,0,0,0,0,1,0,0,6,0,1,6,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
011250107052045,12,0,12,7,1,0,0,0,0,0,2,0,0,4,0,1,5,0,5,0,1,0,0,0,0,0,2,0,0,3,0,1
011250107052040,2,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
011250107052014,27,0,27,31,1,0,0,0,0,0,0,0,0,0,0,1,26,0,27,31,1,0,0,0,0,0,0,0,0,0,0,1
011250108021064,17,5,13,11,1,0,0,0,0,0,0,0,0,0,0,1,14,2,13,11,1,0,0,0,0,0,0,0,0,0,0,1
011250108021042,16,2,14,15,1,0,0,0,0,0,0,0,0,0,0,1,13,0,13,14,1,0,0,0,0,0,0,0,0,0,0,1
011250107041039,10,2,7,7,1,0,0,0,0,0,0,0,0,0,0,1,9,3,6,6,1,0,0,0,0,0,0,0,0,0,0,1
011250107041026,32,2,30,24,1,0,0,0,0,0,0,0,0,1,0,2,25,3,23,17,0,0,0,0,0,0,0,0,0,2,0,1
011250107041023,28,0,28,26,1,0,0,0,0,0,0,0,0,1,0,1,23,0,23,23,1,0,0,0,0,0,0,0,0,0,0,1
011250107041018,16,1,15,10,4,0,0,0,0,0,0,0,0,0,0,5,7,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
011250107031155,19,0,19,19,1,0,0,0,0,0,0,0,0,0,0,1,13,0,14,12,1,0,0,0,0,0,0,0,0,0,0,1
011250107031150,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
011250107031135,25,0,24,24,2,0,0,0,0,0,0,0,0,0,0,2,23,0,23,23,1,0,0,0,0,0,0,0,0,0,0,1
011250107031119,5,0,5,5,1,0,0,0,0,0,0,0,0,0,0,1,5,0,5,5,1,0,0,0,0,0,0,0,0,0,0,1
011250107031068,11,0,12,10,1,0,0,0,0,0,0,0,0,0,0,1,12,0,13,10,1,0,0,0,0,0,0,0,0,0,0,1
011250107031059,8,0,8,2,3,0,0,0,0,0,1,0,0,1,0,3,6,0,6,2,1,0,0,0,0,0,1,0,0,1,0,1
011250107031051,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
011250107031042,28,0,29,28,2,0,0,0,0,0,0,0,0,0,0,2,24,0,25,25,1,0,0,0,0,0,0,0,0,0,0,1
011250107031026,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
011250107031002,14,0,15,15,0,0,0,0,0,0,0,0,0,0,0,1,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,1
011250107032093,3,0,3,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
011250107032073,27,0,22,18,1,0,0,0,0,0,0,0,0,0,0,2,18,0,18,18,1,0,0,0,0,0,0,0,0,0,0,1
011250107032072,6,0,4,0,0,0,0,0,1,11,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
011250107032033,13,7,9,7,1,0,0,0,0,0,0,0,0,0,0,1,10,0,10,8,1,0,0,0,0,0,0,0,0,0,0,1
011250101012042,27,2,24,21,0,0,0,0,0,0,0,3,0,0,2,1,25,2,23,21,0,0,0,0,0,0,0,4,0,0,1,1
011250101012039,23,0,23,18,2,0,2,0,0,0,0,3,0,0,3,2,12,0,12,9,1,0,1,0,0,0,0,4,0,0,2,1
011250101012031,48,4,41,35,0,0,6,0,0,0,0,0,0,0,7,1,36,2,33,29,0,0,3,0,0,0,0,0,0,0,4,1
011250101012029,7,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
011250101012016,10,0,11,8,0,0,0,0,0,0,0,3,0,0,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
011250105002036,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
011250105002026,10,0,10,3,8,0,0,0,0,0,0,0,0,0,0,8,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1
011250105002015,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,9,0,9,10,0,0,0,0,0,0,0,0,0,0,0,1
011250108041026,13,0,11,6,1,0,0,0,0,7,0,0,0,1,0,2,10,1,7,5,0,0,0,0,0,13,0,0,0,1,0,1
011250108041022,8,0,8,6,1,0,0,0,0,0,0,0,0,0,0,1,8,0,8,6,1,0,0,0,0,0,0,0,0,0,0,1
011250108041014,27,0,27,32,0,0,0,0,0,3,0,0,0,0,0,1,26,0,25,26,0,0,0,0,0,6,0,0,0,0,0,1
011250101051042,13,0,14,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
011250101051016,26,0,28,24,0,0,0,0,0,0,0,0,0,0,0,2,12,0,13,11,0,0,0,0,0,0,0,0,0,0,0,1
011250105001016,17,1,17,16,1,0,0,0,0,0,0,0,0,0,0,2,17,0,18,17,1,0,0,0,0,0,0,0,0,0,0,1
011250105001012,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
011250105001001,10,0,11,11,1,0,0,0,0,0,0,0,0,0,0,1,6,0,7,6,1,0,0,0,0,0,0,0,0,0,0,1
011250117033013,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
011250116001005,6,0,4,1,3,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
011250101023007,15,0,15,11,1,0,0,0,0,0,0,0,0,0,0,1,15,0,15,11,1,0,0,0,0,0,0,0,0,0,0,1
011250114024012,21,0,21,17,1,0,2,0,0,0,0,0,0,0,2,1,18,0,18,16,1,0,0,0,0,0,0,0,0,0,0,1
011250114024008,30,0,28,26,0,0,0,0,0,0,0,0,0,0,0,1,29,0,27,27,0,0,0,0,0,0,0,0,0,0,0,1
011250114024001,7,0,6,5,1,0,0,0,0,0,0,0,0,0,0,1,7,0,6,5,1,0,0,0,0,0,0,0,0,0,0,1
011250103042028,17,0,15,12,1,0,1,0,0,0,0,0,0,0,1,1,14,0,13,11,1,0,1,0,0,0,0,0,0,0,1,1
011250103042006,14,0,15,11,0,0,3,0,0,0,0,0,0,0,2,1,13,0,13,10,0,0,1,0,0,0,0,0,0,0,1,1
011250124061012,12,3,9,3,3,0,6,0,0,0,0,0,0,0,5,4,6,1,5,3,1,0,3,0,0,0,0,0,0,0,2,1
011250103031028,4,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
011250103031010,71,0,69,58,1,0,0,0,0,0,0,0,0,0,0,1,45,0,45,41,1,0,0,0,0,0,0,0,0,0,0,1
011250103031000,12,0,12,8,3,0,0,0,0,0,0,0,0,0,0,3,6,0,6,5,1,0,0,0,0,0,0,0,0,0,0,1
011250120011004,17,1,16,19,0,0,0,0,0,0,0,0,0,0,0,1,19,1,17,20,0,0,0,0,0,0,0,0,0,0,0,1
011250104032017,16,0,16,13,2,0,0,0,0,0,0,0,0,0,0,2,14,0,14,14,1,0,0,0,0,0,0,0,0,0,0,1
011250123043005,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
011250127001005,11,1,9,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1
011250108023040,3,2,2,1,1,0,0,0,0,0,0,1,0,0,1,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1
